dataset,model,method,lambda_,shap_type,group,feature,mean_abs_shap,normalised_share,is_sensitive,is_proxy,sample_n,random_state
oulad,LR,di_remover,0.3,global,all,num_of_prev_attempts,0.021801135811076833,0.14203092868143646,False,False,500,42
oulad,LR,di_remover,0.3,global,all,studied_credits,0.0022290025755183234,0.014521596882733415,False,False,500,42
oulad,LR,di_remover,0.3,global,all,disability,0.004396679275405874,0.028643665449900105,False,False,500,42
acs_income,RF,identity_preprocessing,0.0,global,all,AGEP,0.06653759520269185,0.1176810910839849,False,False,500,42
acs_income,RF,identity_preprocessing,0.0,global,all,COW,0.01847389602297531,0.03267368220827841,False,False,500,42
acs_income,RF,identity_preprocessing,0.0,global,all,SCHL,0.09218475170428797,0.16304169287783277,False,True,500,42
acs_income,RF,identity_preprocessing,0.0,global,all,MAR,0.02371096946996915,0.04193618283595765,False,False,500,42
acs_income,RF,identity_preprocessing,0.0,global,all,OCCP,0.1068487187888366,0.18897698015222936,False,False,500,42
acs_income,RF,identity_preprocessing,0.0,global,all,POBP,0.028178524473544766,0.049837681916243395,False,False,500,42
acs_income,RF,identity_preprocessing,0.0,global,all,RELP,0.06832990573591857,0.12085104422805203,False,False,500,42
acs_income,RF,identity_preprocessing,0.0,global,all,WKHP,0.10942867358819187,0.19353999290931212,False,False,500,42
acs_income,RF,identity_preprocessing,0.0,global,all,SEX,0.03963393980263477,0.07009819434746183,False,False,500,42
acs_income,RF,identity_preprocessing,0.0,global,all,RAC1P,0.012079027057127587,0.021363457440647663,True,False,500,42
acs_income,RF,identity_preprocessing,0.0,demographic,majority,AGEP,0.0691309565447487,0.12093563476941369,False,False,288,42
acs_income,RF,identity_preprocessing,0.0,demographic,majority,COW,0.020048392073400395,0.03507205950395507,False,False,288,42
acs_income,RF,identity_preprocessing,0.0,demographic,majority,SCHL,0.09408249561201722,0.16458511347466906,False,True,288,42
acs_income,RF,identity_preprocessing,0.0,demographic,majority,MAR,0.02392683619226508,0.04185689403939199,False,False,288,42
acs_income,RF,identity_preprocessing,0.0,demographic,majority,OCCP,0.10767288800942201,0.18835974084123353,False,False,288,42
acs_income,RF,identity_preprocessing,0.0,demographic,majority,POBP,0.028428890117436583,0.049732652981832146,False,False,288,42
acs_income,RF,identity_preprocessing,0.0,demographic,majority,RELP,0.06640732226854834,0.1161709901509234,False,False,288,42
acs_income,RF,identity_preprocessing,0.0,demographic,majority,WKHP,0.10967378949643969,0.19186005826107008,False,False,288,42
acs_income,RF,identity_preprocessing,0.0,demographic,majority,SEX,0.04042435979147944,0.07071717007655214,False,False,288,42
acs_income,RF,identity_preprocessing,0.0,demographic,majority,RAC1P,0.011838366737846554,0.020709685900958924,True,False,288,42
acs_income,RF,identity_preprocessing,0.0,demographic,minority,AGEP,0.06301453828518087,0.11314321365190391,False,False,212,42
acs_income,RF,identity_preprocessing,0.0,demographic,minority,COW,0.016334957992209187,0.029329575244099473,False,False,212,42
acs_income,RF,identity_preprocessing,0.0,demographic,minority,SCHL,0.08960668450888225,0.1608896696845505,False,True,212,42
acs_income,RF,identity_preprocessing,0.0,demographic,minority,MAR,0.02341771656420861,0.042046736841473926,False,False,212,42
acs_income,RF,identity_preprocessing,0.0,demographic,minority,OCCP,0.10572909267785272,0.18983760966293498,False,False,212,42
acs_income,RF,identity_preprocessing,0.0,demographic,minority,POBP,0.02783840510825782,0.04998412592721621,False,False,212,42
acs_income,RF,identity_preprocessing,0.0,demographic,minority,RELP,0.07094171723876132,0.1273765402208102,False,False,212,42
acs_income,RF,identity_preprocessing,0.0,demographic,minority,WKHP,0.10909568593925159,0.19588236046202306,False,False,212,42
acs_income,RF,identity_preprocessing,0.0,demographic,minority,SEX,0.03856016170458157,0.06923514371316818,False,False,212,42
acs_income,RF,identity_preprocessing,0.0,demographic,minority,RAC1P,0.012405961830490524,0.022275024591819483,True,False,212,42
acs_income,RF,reweighing,0.05,global,all,AGEP,0.06688320936401723,0.1195308257235498,False,False,500,42
acs_income,RF,reweighing,0.05,global,all,COW,0.01875660319872443,0.033521003095265414,False,False,500,42
acs_income,RF,reweighing,0.05,global,all,SCHL,0.0913893031865695,0.16332707380617195,False,True,500,42
acs_income,RF,reweighing,0.05,global,all,MAR,0.02273528151888733,0.04063152768611009,False,False,500,42
acs_income,RF,reweighing,0.05,global,all,OCCP,0.10683478799727919,0.1909305870149434,False,False,500,42
acs_income,RF,reweighing,0.05,global,all,POBP,0.0280936424332502,0.05020776230028171,False,False,500,42
acs_income,RF,reweighing,0.05,global,all,RELP,0.06516303626660043,0.11645660556161652,False,False,500,42
acs_income,RF,reweighing,0.05,global,all,WKHP,0.11000126969812134,0.1965895883687839,False,False,500,42
acs_income,RF,reweighing,0.05,global,all,SEX,0.040234096599814154,0.07190466537935278,False,False,500,42
acs_income,RF,reweighing,0.05,global,all,RAC1P,0.009456559682606194,0.016900361063924514,True,False,500,42
acs_income,RF,reweighing,0.05,demographic,majority,AGEP,0.06926130034610077,0.12243622080134431,False,False,288,42
acs_income,RF,reweighing,0.05,demographic,majority,COW,0.02020759805732599,0.03572185225007646,False,False,288,42
acs_income,RF,reweighing,0.05,demographic,majority,SCHL,0.09330283368124746,0.1649354876230163,False,True,288,42
acs_income,RF,reweighing,0.05,demographic,majority,MAR,0.023100905160968223,0.04083647738153461,False,False,288,42
acs_income,RF,reweighing,0.05,demographic,majority,OCCP,0.10753895700924695,0.1901013036044115,False,False,288,42
acs_income,RF,reweighing,0.05,demographic,majority,POBP,0.027307779640608616,0.04827315284241901,False,False,288,42
acs_income,RF,reweighing,0.05,demographic,majority,RELP,0.06355399226294016,0.1123471634322317,False,False,288,42
acs_income,RF,reweighing,0.05,demographic,majority,WKHP,0.11045241528004876,0.19525155083276105,False,False,288,42
acs_income,RF,reweighing,0.05,demographic,majority,SEX,0.04143923666028541,0.07325394562655652,False,False,288,42
acs_income,RF,reweighing,0.05,demographic,majority,RAC1P,0.009527878111074679,0.01684284560564865,True,False,288,42
acs_income,RF,reweighing,0.05,demographic,minority,AGEP,0.06365259519967742,0.11548009327252351,False,False,212,42
acs_income,RF,reweighing,0.05,demographic,minority,COW,0.016785440371944935,0.030452555998571544,False,False,212,42
acs_income,RF,reweighing,0.05,demographic,minority,SCHL,0.088789790061724,0.16108460630412175,False,True,212,42
acs_income,RF,reweighing,0.05,demographic,minority,MAR,0.02223858525040014,0.040345784659824656,False,False,212,42
acs_income,RF,reweighing,0.05,demographic,minority,OCCP,0.10587818103762506,0.19208678268960877,False,False,212,42
acs_income,RF,reweighing,0.05,demographic,minority,POBP,0.02916122962325385,0.0529050152043431,False,False,212,42
acs_income,RF,reweighing,0.05,demographic,minority,RELP,0.06734890736591258,0.12218603310706089,False,False,212,42
acs_income,RF,reweighing,0.05,demographic,minority,WKHP,0.1093883926811634,0.19845509440935089,False,False,212,42
acs_income,RF,reweighing,0.05,demographic,minority,SEX,0.03859692519690965,0.07002348463231751,False,False,212,42
acs_income,RF,reweighing,0.05,demographic,minority,RAC1P,0.009359674270347134,0.016980549722277513,True,False,212,42
