dataset,accuracy_metric,fairness_metric,base_model,method,lambda_,seed_mean_accuracy,seed_mean_fairness,on_pareto_frontier
ibm_hr_attrition,accuracy,equal_opportunity,KNN,di_remover,0.3,0.8333333333333334,0.0407239819004524,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,di_remover,1.0,0.8333333333333334,0.0407239819004524,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,di_remover,3.0,0.8333333333333334,0.0407239819004524,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,di_remover,10.0,0.8333333333333334,0.0407239819004524,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,eqodds_postproc,0.0,0.8333333333333334,0.0407239819004524,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,eqodds_postproc,0.05,0.8377551020408165,0.06764705882352935,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,eqodds_postproc,0.1,0.8377551020408165,0.06764705882352935,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,eqodds_postproc,0.3,0.8377551020408165,0.06764705882352935,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,eqodds_postproc,1.0,0.8377551020408165,0.06764705882352935,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,eqodds_postproc,3.0,0.8377551020408165,0.06764705882352935,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,eqodds_postproc,10.0,0.8377551020408165,0.06764705882352935,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,gerryfair,0.0,0.8333333333333334,0.0407239819004524,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,gerryfair,0.05,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,gerryfair,0.1,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,gerryfair,0.3,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,gerryfair,1.0,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,gerryfair,3.0,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,gerryfair,10.0,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,lfr,0.0,0.8333333333333334,0.0407239819004524,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,lfr,0.05,0.8323129251700682,0.005882352941176459,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,lfr,0.1,0.8335034013605442,0.005656108597285059,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,lfr,0.3,0.8338435374149661,-0.006787330316742085,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,lfr,1.0,0.8244897959183675,-0.01097285067873303,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,lfr,3.0,0.8396258503401361,-0.00101809954751131,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,lfr,10.0,0.8401360544217689,0.0,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,optim_preproc,0.0,0.8333333333333334,0.0407239819004524,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,reject_option,0.0,0.8333333333333334,0.0407239819004524,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,reject_option,0.05,0.5714285714285714,0.0316742081447963,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,reject_option,0.1,0.5714285714285714,0.0316742081447963,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,reject_option,0.3,0.5714285714285714,0.0316742081447963,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,reject_option,1.0,0.5714285714285714,0.0316742081447963,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,reject_option,3.0,0.5714285714285714,0.0316742081447963,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,reject_option,10.0,0.5714285714285714,0.0316742081447963,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,reweighing,0.0,0.8333333333333334,0.0407239819004524,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,smote_nc,0.0,0.8333333333333334,0.0407239819004524,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,smote_nc,0.05,0.6146258503401361,-0.04027149321266967,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,smote_nc,0.1,0.6146258503401361,-0.04027149321266967,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,smote_nc,0.3,0.6146258503401361,-0.04027149321266967,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,smote_nc,1.0,0.6146258503401361,-0.04027149321266967,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,smote_nc,3.0,0.6146258503401361,-0.04027149321266967,False
ibm_hr_attrition,accuracy,equal_opportunity,KNN,smote_nc,10.0,0.6146258503401361,-0.04027149321266967,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,adv_debias,0.0,0.8431972789115646,-0.03868778280542985,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,adv_debias,0.05,0.8437074829931973,-0.06380090497737556,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,adv_debias,0.1,0.8452380952380952,-0.06323529411764704,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,adv_debias,0.3,0.8448979591836734,-0.06233031674208143,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,adv_debias,1.0,0.8460884353741497,-0.05294117647058823,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,adv_debias,3.0,0.8488095238095237,-0.04671945701357465,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,adv_debias,10.0,0.8517006802721088,-0.03382352941176468,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,calib_eqodds,0.0,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,calib_eqodds,0.05,0.8731292517006801,-0.14683257918552034,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,calib_eqodds,0.1,0.8731292517006801,-0.14683257918552034,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,calib_eqodds,0.3,0.8731292517006801,-0.14683257918552034,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,calib_eqodds,1.0,0.8731292517006801,-0.14683257918552034,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,calib_eqodds,3.0,0.8743197278911564,-0.12262443438914024,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,calib_eqodds,10.0,0.8743197278911564,-0.12262443438914024,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,di_remover,0.0,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,di_remover,0.05,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,di_remover,0.1,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,di_remover,0.3,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,di_remover,1.0,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,di_remover,3.0,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,di_remover,10.0,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,eqodds_postproc,0.0,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,eqodds_postproc,0.05,0.8700680272108844,-0.12624434389140268,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,eqodds_postproc,0.1,0.8700680272108844,-0.12624434389140268,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,eqodds_postproc,0.3,0.8700680272108844,-0.12624434389140268,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,eqodds_postproc,1.0,0.8700680272108844,-0.12624434389140268,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,eqodds_postproc,3.0,0.8700680272108844,-0.12624434389140268,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,eqodds_postproc,10.0,0.8700680272108844,-0.12624434389140268,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,exp_gradient,0.0,0.8707482993197277,-0.1380090497737556,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,exp_gradient,0.05,0.8673469387755102,-0.167420814479638,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,exp_gradient,0.1,0.8707482993197277,-0.1380090497737556,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,exp_gradient,0.3,0.8639455782312926,-0.167420814479638,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,exp_gradient,1.0,0.8673469387755102,-0.167420814479638,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,exp_gradient,3.0,0.8673469387755102,-0.167420814479638,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,exp_gradient,10.0,0.8673469387755102,-0.167420814479638,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,gerryfair,0.0,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,gerryfair,0.05,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,gerryfair,0.1,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,gerryfair,0.3,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,gerryfair,1.0,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,gerryfair,3.0,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,gerryfair,10.0,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,lfr,0.0,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,lfr,0.05,0.803206997084548,0.024886877828054273,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,lfr,0.1,0.8090379008746356,0.02682611506140917,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,lfr,0.3,0.804421768707483,0.01734539969834085,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,lfr,1.0,0.8035714285714286,-0.0016968325791855273,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,lfr,3.0,0.8341836734693877,0.012443438914027147,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,optim_preproc,0.0,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,prejudice_remover,0.0,0.8877551020408163,-0.0610859728506787,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,prejudice_remover,0.05,0.8877551020408163,-0.0610859728506787,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,prejudice_remover,0.1,0.8877551020408163,-0.0610859728506787,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,prejudice_remover,0.3,0.8877551020408163,-0.0610859728506787,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,prejudice_remover,1.0,0.8877551020408163,-0.0610859728506787,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,prejudice_remover,3.0,0.8877551020408163,-0.0610859728506787,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,prejudice_remover,10.0,0.8843537414965986,-0.0904977375565611,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,reject_option,0.0,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,reject_option,0.05,0.7312925170068028,-0.1809954751131222,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,reject_option,0.1,0.7312925170068028,-0.1809954751131222,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,reject_option,0.3,0.7312925170068028,-0.1809954751131222,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,reject_option,1.0,0.7312925170068028,-0.1809954751131222,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,reject_option,3.0,0.7312925170068028,-0.1809954751131222,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,reject_option,10.0,0.7312925170068028,-0.1809954751131222,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,reweighing,0.0,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,reweighing,0.05,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,reweighing,0.1,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,reweighing,0.3,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,reweighing,1.0,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,reweighing,3.0,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,reweighing,10.0,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,smote_nc,0.0,0.8741496598639455,-0.1380090497737556,True
ibm_hr_attrition,accuracy,equal_opportunity,LR,smote_nc,0.05,0.7198979591836735,-0.11628959276018094,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,smote_nc,0.1,0.7198979591836735,-0.11628959276018094,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,smote_nc,0.3,0.7198979591836735,-0.11628959276018094,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,smote_nc,1.0,0.7198979591836735,-0.11628959276018094,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,smote_nc,3.0,0.7198979591836735,-0.11628959276018094,False
ibm_hr_attrition,accuracy,equal_opportunity,LR,smote_nc,10.0,0.7198979591836735,-0.11628959276018094,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,adv_debias,0.0,0.8431972789115646,-0.03868778280542985,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,adv_debias,0.05,0.8437074829931973,-0.06380090497737556,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,adv_debias,0.1,0.8452380952380952,-0.06323529411764704,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,adv_debias,0.3,0.8448979591836734,-0.06233031674208143,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,adv_debias,1.0,0.8460884353741497,-0.05294117647058823,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,adv_debias,3.0,0.8488095238095237,-0.04671945701357465,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,adv_debias,10.0,0.8517006802721088,-0.03382352941176468,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,calib_eqodds,0.0,0.8353741496598639,-0.09705882352941174,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,calib_eqodds,0.05,0.8353741496598639,-0.09321266968325789,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,calib_eqodds,0.1,0.8353741496598639,-0.09321266968325789,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,calib_eqodds,0.3,0.8353741496598639,-0.09321266968325789,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,calib_eqodds,1.0,0.8353741496598639,-0.09321266968325789,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,calib_eqodds,3.0,0.8355442176870749,-0.08167420814479637,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,calib_eqodds,10.0,0.8355442176870749,-0.08167420814479637,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,di_remover,0.0,0.8353741496598639,-0.09705882352941174,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,di_remover,0.05,0.8333333333333334,-0.09615384615384613,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,di_remover,0.1,0.8318027210884354,-0.10203619909502262,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,di_remover,0.3,0.8329931972789115,-0.1188914027149321,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,di_remover,1.0,0.8287414965986395,-0.11470588235294114,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,di_remover,3.0,0.8287414965986395,-0.11470588235294114,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,di_remover,10.0,0.8287414965986395,-0.11470588235294114,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,eqodds_postproc,0.0,0.8353741496598639,-0.09705882352941174,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,eqodds_postproc,0.05,0.8341836734693878,-0.08404977375565609,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,eqodds_postproc,0.1,0.8341836734693878,-0.08404977375565609,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,eqodds_postproc,0.3,0.8341836734693878,-0.08404977375565609,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,eqodds_postproc,1.0,0.8341836734693878,-0.08404977375565609,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,eqodds_postproc,3.0,0.8341836734693878,-0.08404977375565609,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,eqodds_postproc,10.0,0.8341836734693878,-0.08404977375565609,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,exp_gradient,0.0,0.8338435374149661,-0.0919683257918552,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,exp_gradient,0.05,0.832482993197279,-0.09106334841628957,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,exp_gradient,0.1,0.8338435374149661,-0.0919683257918552,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,exp_gradient,0.3,0.8331632653061225,-0.09638009049773753,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,exp_gradient,1.0,0.8314625850340136,-0.0940045248868778,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,exp_gradient,3.0,0.8321428571428571,-0.09196832579185518,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,exp_gradient,10.0,0.830952380952381,-0.08574660633484162,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,gerryfair,0.0,0.8353741496598639,-0.09705882352941174,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,gerryfair,0.05,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,gerryfair,0.1,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,gerryfair,0.3,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,gerryfair,1.0,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,gerryfair,3.0,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,gerryfair,10.0,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,lfr,0.0,0.8353741496598639,-0.09705882352941174,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,lfr,0.05,0.8083333333333333,0.009276018099547503,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,lfr,0.1,0.8141156462585034,0.012330316742081439,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,lfr,0.3,0.8207482993197279,0.013235294117647045,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,lfr,1.0,0.8243197278911565,-0.002262443438914026,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,lfr,3.0,0.8316326530612246,-0.011085972850678732,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,lfr,10.0,0.8401360544217689,0.0,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,optim_preproc,0.0,0.8353741496598639,-0.09705882352941174,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,prejudice_remover,0.0,0.8877551020408163,-0.0610859728506787,True
ibm_hr_attrition,accuracy,equal_opportunity,MLP,prejudice_remover,0.05,0.8877551020408163,-0.0610859728506787,True
ibm_hr_attrition,accuracy,equal_opportunity,MLP,prejudice_remover,0.1,0.8877551020408163,-0.0610859728506787,True
ibm_hr_attrition,accuracy,equal_opportunity,MLP,prejudice_remover,0.3,0.8877551020408163,-0.0610859728506787,True
ibm_hr_attrition,accuracy,equal_opportunity,MLP,prejudice_remover,1.0,0.8877551020408163,-0.0610859728506787,True
ibm_hr_attrition,accuracy,equal_opportunity,MLP,prejudice_remover,3.0,0.8877551020408163,-0.0610859728506787,True
ibm_hr_attrition,accuracy,equal_opportunity,MLP,prejudice_remover,10.0,0.8843537414965986,-0.0904977375565611,True
ibm_hr_attrition,accuracy,equal_opportunity,MLP,reject_option,0.0,0.8353741496598639,-0.09705882352941174,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,reject_option,0.05,0.7943877551020408,-0.16074660633484159,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,reject_option,0.1,0.7938775510204081,-0.16074660633484159,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,reject_option,0.3,0.7938775510204081,-0.16074660633484159,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,reject_option,1.0,0.7938775510204081,-0.16074660633484159,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,reject_option,3.0,0.7938775510204081,-0.16074660633484159,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,reject_option,10.0,0.7938775510204081,-0.16074660633484159,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,reweighing,0.0,0.8353741496598639,-0.09705882352941174,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,reweighing,0.05,0.8323129251700682,-0.08902714932126696,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,reweighing,0.1,0.8323129251700682,-0.08902714932126696,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,reweighing,0.3,0.8323129251700682,-0.08902714932126696,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,reweighing,1.0,0.8323129251700682,-0.08902714932126696,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,reweighing,3.0,0.8323129251700682,-0.08902714932126696,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,reweighing,10.0,0.8323129251700682,-0.08902714932126696,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,smote_nc,0.0,0.8353741496598639,-0.09705882352941174,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,smote_nc,0.05,0.7960884353741496,-0.09581447963800903,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,smote_nc,0.1,0.7960884353741496,-0.09581447963800903,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,smote_nc,0.3,0.7960884353741496,-0.09581447963800903,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,smote_nc,1.0,0.7960884353741496,-0.09581447963800903,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,smote_nc,3.0,0.7960884353741496,-0.09581447963800903,False
ibm_hr_attrition,accuracy,equal_opportunity,MLP,smote_nc,10.0,0.7960884353741496,-0.09581447963800903,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,adv_debias,0.0,0.8431972789115646,-0.03868778280542985,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,adv_debias,0.05,0.8437074829931973,-0.06380090497737556,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,adv_debias,0.1,0.8452380952380952,-0.06323529411764704,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,adv_debias,0.3,0.8448979591836734,-0.06233031674208143,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,adv_debias,1.0,0.8460884353741497,-0.05294117647058823,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,adv_debias,3.0,0.8488095238095237,-0.04671945701357465,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,adv_debias,10.0,0.8517006802721088,-0.03382352941176468,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,calib_eqodds,0.0,0.8549319727891156,0.03450226244343889,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,calib_eqodds,0.05,0.8554421768707483,0.028506787330316724,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,calib_eqodds,0.1,0.8554421768707483,0.028506787330316724,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,calib_eqodds,0.3,0.8554421768707483,0.028506787330316724,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,calib_eqodds,1.0,0.8554421768707483,0.028506787330316724,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,calib_eqodds,3.0,0.85578231292517,0.028506787330316724,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,calib_eqodds,10.0,0.85578231292517,0.028506787330316724,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,di_remover,0.0,0.8549319727891156,0.03450226244343889,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,di_remover,0.05,0.854251700680272,0.022398190045248838,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,di_remover,0.1,0.8547619047619047,0.012330316742081434,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,di_remover,0.3,0.8539115646258504,0.0170814479638009,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,di_remover,1.0,0.8539115646258504,0.02183257918552031,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,di_remover,3.0,0.8539115646258504,0.02183257918552031,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,di_remover,10.0,0.8539115646258504,0.02183257918552031,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,eqodds_postproc,0.0,0.8549319727891156,0.03450226244343889,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,eqodds_postproc,0.05,0.8549319727891156,0.03450226244343889,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,eqodds_postproc,0.1,0.8549319727891156,0.03450226244343889,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,eqodds_postproc,0.3,0.8549319727891156,0.03450226244343889,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,eqodds_postproc,1.0,0.8549319727891156,0.03450226244343889,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,eqodds_postproc,3.0,0.8549319727891156,0.03450226244343889,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,eqodds_postproc,10.0,0.8549319727891156,0.03450226244343889,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,exp_gradient,0.0,0.8547619047619047,0.022398190045248848,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,exp_gradient,0.05,0.8547619047619047,0.026244343891402695,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,exp_gradient,0.1,0.8547619047619047,0.022398190045248848,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,exp_gradient,0.3,0.8552721088435373,0.026809954751131203,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,exp_gradient,1.0,0.8552721088435373,0.022963800904977363,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,exp_gradient,3.0,0.8545918367346939,0.027714932126696807,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,exp_gradient,10.0,0.854251700680272,0.019457013574660613,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,gerryfair,0.0,0.8549319727891156,0.03450226244343889,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,gerryfair,0.05,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,gerryfair,0.1,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,gerryfair,0.3,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,gerryfair,1.0,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,gerryfair,3.0,0.8605442176870748,-0.083710407239819,False
ibm_hr_attrition,accuracy,equal_opportunity,RF,gerryfair,10.0,0.8605442176870748,-0.083710407239819,False
