dataset,target,model,metric,value,seed,mean,std,ci_lo,ci_hi,noise_std,target_form,n_classes,sample_n,random_state,notes
dutch_census,occupation,LogisticRegression,voice_representation,0.6237294341693658,6,,,,,-1.0,binary,2,500,6,
dutch_census,occupation,LogisticRegression,voice_representation,0.6357893731752451,7,,,,,-1.0,binary,2,500,7,
dutch_census,occupation,LogisticRegression,voice_representation,0.6306999749958803,8,,,,,-1.0,binary,2,500,8,
dutch_census,occupation,LogisticRegression,voice_representation,0.623412706617638,9,,,,,-1.0,binary,2,500,9,
dutch_census,occupation,LogisticRegression,voice_representation,0.5989353238628539,10,,,,,-1.0,binary,2,500,10,
dutch_census,occupation,LogisticRegression,voice_representation,0.6267174853736511,11,,,,,-1.0,binary,2,500,11,
dutch_census,occupation,LogisticRegression,voice_representation,0.6239410962614057,12,,,,,-1.0,binary,2,500,12,
dutch_census,occupation,LogisticRegression,voice_representation,0.611491949680215,13,,,,,-1.0,binary,2,500,13,
dutch_census,occupation,LogisticRegression,voice_representation,0.6188402178012417,14,,,,,-1.0,binary,2,500,14,
dutch_census,occupation,LogisticRegression,voice_representation,0.6179767782408576,15,,,,,-1.0,binary,2,500,15,
dutch_census,occupation,LogisticRegression,voice_representation,0.6135098520534739,16,,,,,-1.0,binary,2,500,16,
dutch_census,occupation,LogisticRegression,voice_representation,0.6231264209826206,17,,,,,-1.0,binary,2,500,17,
dutch_census,occupation,LogisticRegression,voice_representation,0.6319429565934861,18,,,,,-1.0,binary,2,500,18,
dutch_census,occupation,LogisticRegression,voice_representation,0.6250569978080928,19,,,,,-1.0,binary,2,500,19,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.5272727272727272,-1,0.5272727272727272,0.07690046994211827,0.49393939393939396,0.5606060606060606,-1.0,binary,2,30,-1,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.5757575757575757,0,,,,,-1.0,binary,2,30,0,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.5151515151515151,1,,,,,-1.0,binary,2,30,1,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.4242424242424243,2,,,,,-1.0,binary,2,30,2,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.5151515151515151,3,,,,,-1.0,binary,2,30,3,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.5151515151515151,4,,,,,-1.0,binary,2,30,4,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.5757575757575757,5,,,,,-1.0,binary,2,30,5,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.4242424242424242,6,,,,,-1.0,binary,2,30,6,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.6666666666666666,7,,,,,-1.0,binary,2,30,7,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.4242424242424243,8,,,,,-1.0,binary,2,30,8,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.4242424242424242,9,,,,,-1.0,binary,2,30,9,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.5757575757575757,10,,,,,-1.0,binary,2,30,10,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.4242424242424243,11,,,,,-1.0,binary,2,30,11,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.606060606060606,12,,,,,-1.0,binary,2,30,12,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.5454545454545454,13,,,,,-1.0,binary,2,30,13,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.606060606060606,14,,,,,-1.0,binary,2,30,14,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.5454545454545454,15,,,,,-1.0,binary,2,30,15,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.5454545454545454,16,,,,,-1.0,binary,2,30,16,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.6666666666666665,17,,,,,-1.0,binary,2,30,17,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.5151515151515151,18,,,,,-1.0,binary,2,30,18,
dutch_census,occupation,MLPClassifier,actionable_sparsity,0.4545454545454545,19,,,,,-1.0,binary,2,30,19,
dutch_census,occupation,MLPClassifier,actionable_validity,0.5799999999999998,-1,0.5799999999999998,0.08459051693633013,0.5433333333333333,0.6166666666666666,-1.0,binary,2,30,-1,
dutch_census,occupation,MLPClassifier,actionable_validity,0.6333333333333333,0,,,,,-1.0,binary,2,30,0,
dutch_census,occupation,MLPClassifier,actionable_validity,0.5666666666666667,1,,,,,-1.0,binary,2,30,1,
dutch_census,occupation,MLPClassifier,actionable_validity,0.4666666666666667,2,,,,,-1.0,binary,2,30,2,
dutch_census,occupation,MLPClassifier,actionable_validity,0.5666666666666667,3,,,,,-1.0,binary,2,30,3,
dutch_census,occupation,MLPClassifier,actionable_validity,0.5666666666666667,4,,,,,-1.0,binary,2,30,4,
dutch_census,occupation,MLPClassifier,actionable_validity,0.6333333333333333,5,,,,,-1.0,binary,2,30,5,
dutch_census,occupation,MLPClassifier,actionable_validity,0.4666666666666667,6,,,,,-1.0,binary,2,30,6,
dutch_census,occupation,MLPClassifier,actionable_validity,0.7333333333333333,7,,,,,-1.0,binary,2,30,7,
dutch_census,occupation,MLPClassifier,actionable_validity,0.4666666666666667,8,,,,,-1.0,binary,2,30,8,
dutch_census,occupation,MLPClassifier,actionable_validity,0.4666666666666667,9,,,,,-1.0,binary,2,30,9,
dutch_census,occupation,MLPClassifier,actionable_validity,0.6333333333333333,10,,,,,-1.0,binary,2,30,10,
dutch_census,occupation,MLPClassifier,actionable_validity,0.4666666666666667,11,,,,,-1.0,binary,2,30,11,
dutch_census,occupation,MLPClassifier,actionable_validity,0.6666666666666666,12,,,,,-1.0,binary,2,30,12,
dutch_census,occupation,MLPClassifier,actionable_validity,0.6,13,,,,,-1.0,binary,2,30,13,
dutch_census,occupation,MLPClassifier,actionable_validity,0.6666666666666666,14,,,,,-1.0,binary,2,30,14,
dutch_census,occupation,MLPClassifier,actionable_validity,0.6,15,,,,,-1.0,binary,2,30,15,
dutch_census,occupation,MLPClassifier,actionable_validity,0.6,16,,,,,-1.0,binary,2,30,16,
dutch_census,occupation,MLPClassifier,actionable_validity,0.7333333333333333,17,,,,,-1.0,binary,2,30,17,
dutch_census,occupation,MLPClassifier,actionable_validity,0.5666666666666667,18,,,,,-1.0,binary,2,30,18,
dutch_census,occupation,MLPClassifier,actionable_validity,0.5,19,,,,,-1.0,binary,2,30,19,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.8484848484848484,-1,0.8484848484848484,0.044946657497549475,0.8287878787878787,0.8681818181818182,-1.0,binary,2,30,-1,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.8787878787878788,0,,,,,-1.0,binary,2,30,0,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.9090909090909092,1,,,,,-1.0,binary,2,30,1,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.8787878787878788,2,,,,,-1.0,binary,2,30,2,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.8181818181818182,3,,,,,-1.0,binary,2,30,3,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.8787878787878788,4,,,,,-1.0,binary,2,30,4,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.8484848484848485,5,,,,,-1.0,binary,2,30,5,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.8787878787878788,6,,,,,-1.0,binary,2,30,6,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.9090909090909092,7,,,,,-1.0,binary,2,30,7,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.8787878787878788,8,,,,,-1.0,binary,2,30,8,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.7878787878787878,9,,,,,-1.0,binary,2,30,9,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.8181818181818182,10,,,,,-1.0,binary,2,30,10,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.787878787878788,11,,,,,-1.0,binary,2,30,11,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.8787878787878788,12,,,,,-1.0,binary,2,30,12,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.787878787878788,13,,,,,-1.0,binary,2,30,13,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.8181818181818182,14,,,,,-1.0,binary,2,30,14,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.7575757575757576,15,,,,,-1.0,binary,2,30,15,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.8181818181818182,16,,,,,-1.0,binary,2,30,16,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.9090909090909092,17,,,,,-1.0,binary,2,30,17,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.8484848484848485,18,,,,,-1.0,binary,2,30,18,
dutch_census,occupation,MLPClassifier,model_flippability_sparsity,0.8787878787878788,19,,,,,-1.0,binary,2,30,19,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.9333333333333332,-1,0.9333333333333332,0.04944132324730441,0.9116666666666665,0.9549999999999997,-1.0,binary,2,30,-1,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.9666666666666667,0,,,,,-1.0,binary,2,30,0,
dutch_census,occupation,MLPClassifier,model_flippability_validity,1.0,1,,,,,-1.0,binary,2,30,1,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.9666666666666667,2,,,,,-1.0,binary,2,30,2,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.9,3,,,,,-1.0,binary,2,30,3,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.9666666666666667,4,,,,,-1.0,binary,2,30,4,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.9333333333333333,5,,,,,-1.0,binary,2,30,5,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.9666666666666667,6,,,,,-1.0,binary,2,30,6,
dutch_census,occupation,MLPClassifier,model_flippability_validity,1.0,7,,,,,-1.0,binary,2,30,7,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.9666666666666667,8,,,,,-1.0,binary,2,30,8,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.8666666666666667,9,,,,,-1.0,binary,2,30,9,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.9,10,,,,,-1.0,binary,2,30,10,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.8666666666666667,11,,,,,-1.0,binary,2,30,11,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.9666666666666667,12,,,,,-1.0,binary,2,30,12,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.8666666666666667,13,,,,,-1.0,binary,2,30,13,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.9,14,,,,,-1.0,binary,2,30,14,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.8333333333333334,15,,,,,-1.0,binary,2,30,15,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.9,16,,,,,-1.0,binary,2,30,16,
dutch_census,occupation,MLPClassifier,model_flippability_validity,1.0,17,,,,,-1.0,binary,2,30,17,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.9333333333333333,18,,,,,-1.0,binary,2,30,18,
dutch_census,occupation,MLPClassifier,model_flippability_validity,0.9666666666666667,19,,,,,-1.0,binary,2,30,19,
dutch_census,occupation,MLPClassifier,process_consistency,0.9974933947199427,-1,0.9974933947199427,0.0005310231983210071,0.9972469298528099,0.9977124019282338,0.1,binary,2,500,-1,
dutch_census,occupation,MLPClassifier,process_consistency,0.99778258354682,0,,,,,0.1,binary,2,500,0,
dutch_census,occupation,MLPClassifier,process_consistency,0.9977577133733837,1,,,,,0.1,binary,2,500,1,
dutch_census,occupation,MLPClassifier,process_consistency,0.9969552658877794,2,,,,,0.1,binary,2,500,2,
dutch_census,occupation,MLPClassifier,process_consistency,0.9977523153821006,3,,,,,0.1,binary,2,500,3,
dutch_census,occupation,MLPClassifier,process_consistency,0.9959440112994983,4,,,,,0.1,binary,2,500,4,
dutch_census,occupation,MLPClassifier,process_consistency,0.9981190001892681,5,,,,,0.1,binary,2,500,5,
dutch_census,occupation,MLPClassifier,process_consistency,0.9973532890274063,6,,,,,0.1,binary,2,500,6,
dutch_census,occupation,MLPClassifier,process_consistency,0.9974909336512131,7,,,,,0.1,binary,2,500,7,
dutch_census,occupation,MLPClassifier,process_consistency,0.9978646627940737,8,,,,,0.1,binary,2,500,8,
dutch_census,occupation,MLPClassifier,process_consistency,0.9977405832736963,9,,,,,0.1,binary,2,500,9,
dutch_census,occupation,MLPClassifier,process_consistency,0.9967768394429377,10,,,,,0.1,binary,2,500,10,
dutch_census,occupation,MLPClassifier,process_consistency,0.9972260158781844,11,,,,,0.1,binary,2,500,11,
dutch_census,occupation,MLPClassifier,process_consistency,0.9976651325011217,12,,,,,0.1,binary,2,500,12,
dutch_census,occupation,MLPClassifier,process_consistency,0.9977328419810054,13,,,,,0.1,binary,2,500,13,
dutch_census,occupation,MLPClassifier,process_consistency,0.9974859873335291,14,,,,,0.1,binary,2,500,14,
dutch_census,occupation,MLPClassifier,process_consistency,0.9981759276578228,15,,,,,0.1,binary,2,500,15,
dutch_census,occupation,MLPClassifier,process_consistency,0.9973263464030788,16,,,,,0.1,binary,2,500,16,
dutch_census,occupation,MLPClassifier,process_consistency,0.9981115435624702,17,,,,,0.1,binary,2,500,17,
dutch_census,occupation,MLPClassifier,process_consistency,0.9968038516966209,18,,,,,0.1,binary,2,500,18,
dutch_census,occupation,MLPClassifier,process_consistency,0.9978030495168406,19,,,,,0.1,binary,2,500,19,
dutch_census,occupation,MLPClassifier,process_consistency,0.9804196782175334,-1,0.9804196782175334,0.0031807236704002235,0.9789727076654556,0.981760154383191,0.3,binary,2,500,-1,
dutch_census,occupation,MLPClassifier,process_consistency,0.9816288594948581,0,,,,,0.3,binary,2,500,0,
dutch_census,occupation,MLPClassifier,process_consistency,0.9808406954285152,1,,,,,0.3,binary,2,500,1,
dutch_census,occupation,MLPClassifier,process_consistency,0.9776431835167946,2,,,,,0.3,binary,2,500,2,
dutch_census,occupation,MLPClassifier,process_consistency,0.9819911827859679,3,,,,,0.3,binary,2,500,3,
dutch_census,occupation,MLPClassifier,process_consistency,0.9720329774978393,4,,,,,0.3,binary,2,500,4,
dutch_census,occupation,MLPClassifier,process_consistency,0.9851813412189693,5,,,,,0.3,binary,2,500,5,
dutch_census,occupation,MLPClassifier,process_consistency,0.97931900424303,6,,,,,0.3,binary,2,500,6,
dutch_census,occupation,MLPClassifier,process_consistency,0.9798429332535414,7,,,,,0.3,binary,2,500,7,
dutch_census,occupation,MLPClassifier,process_consistency,0.982497621351895,8,,,,,0.3,binary,2,500,8,
dutch_census,occupation,MLPClassifier,process_consistency,0.9818040276967656,9,,,,,0.3,binary,2,500,9,
dutch_census,occupation,MLPClassifier,process_consistency,0.9747959826178038,10,,,,,0.3,binary,2,500,10,
dutch_census,occupation,MLPClassifier,process_consistency,0.9786287428982595,11,,,,,0.3,binary,2,500,11,
dutch_census,occupation,MLPClassifier,process_consistency,0.9816626041829373,12,,,,,0.3,binary,2,500,12,
dutch_census,occupation,MLPClassifier,process_consistency,0.9822077616990437,13,,,,,0.3,binary,2,500,13,
dutch_census,occupation,MLPClassifier,process_consistency,0.9805734696011014,14,,,,,0.3,binary,2,500,14,
dutch_census,occupation,MLPClassifier,process_consistency,0.9849376673900052,15,,,,,0.3,binary,2,500,15,
dutch_census,occupation,MLPClassifier,process_consistency,0.9796065221413688,16,,,,,0.3,binary,2,500,16,
dutch_census,occupation,MLPClassifier,process_consistency,0.9844775447538393,17,,,,,0.3,binary,2,500,17,
dutch_census,occupation,MLPClassifier,process_consistency,0.9770856504861448,18,,,,,0.3,binary,2,500,18,
dutch_census,occupation,MLPClassifier,process_consistency,0.9816357920919865,19,,,,,0.3,binary,2,500,19,
dutch_census,occupation,MLPClassifier,process_consistency,0.8858253374120997,-1,0.8858253374120997,0.01058836123800218,0.880945186540661,0.8902343323763341,1.0,binary,2,500,-1,
dutch_census,occupation,MLPClassifier,process_consistency,0.8855060421175835,0,,,,,1.0,binary,2,500,0,
dutch_census,occupation,MLPClassifier,process_consistency,0.8855703925148821,1,,,,,1.0,binary,2,500,1,
dutch_census,occupation,MLPClassifier,process_consistency,0.8727946731030984,2,,,,,1.0,binary,2,500,2,
dutch_census,occupation,MLPClassifier,process_consistency,0.8904143104744481,3,,,,,1.0,binary,2,500,3,
dutch_census,occupation,MLPClassifier,process_consistency,0.8586205786107146,4,,,,,1.0,binary,2,500,4,
dutch_census,occupation,MLPClassifier,process_consistency,0.900747973963826,5,,,,,1.0,binary,2,500,5,
dutch_census,occupation,MLPClassifier,process_consistency,0.8906128798659234,6,,,,,1.0,binary,2,500,6,
dutch_census,occupation,MLPClassifier,process_consistency,0.8853460740863978,7,,,,,1.0,binary,2,500,7,
dutch_census,occupation,MLPClassifier,process_consistency,0.8901653262089265,8,,,,,1.0,binary,2,500,8,
dutch_census,occupation,MLPClassifier,process_consistency,0.8937342222769886,9,,,,,1.0,binary,2,500,9,
dutch_census,occupation,MLPClassifier,process_consistency,0.8662024155781185,10,,,,,1.0,binary,2,500,10,
dutch_census,occupation,MLPClassifier,process_consistency,0.8834179699943566,11,,,,,1.0,binary,2,500,11,
dutch_census,occupation,MLPClassifier,process_consistency,0.8880933460408893,12,,,,,1.0,binary,2,500,12,
dutch_census,occupation,MLPClassifier,process_consistency,0.8928004027659644,13,,,,,1.0,binary,2,500,13,
dutch_census,occupation,MLPClassifier,process_consistency,0.8774843197832192,14,,,,,1.0,binary,2,500,14,
dutch_census,occupation,MLPClassifier,process_consistency,0.8952790390744848,15,,,,,1.0,binary,2,500,15,
dutch_census,occupation,MLPClassifier,process_consistency,0.8912720332265095,16,,,,,1.0,binary,2,500,16,
dutch_census,occupation,MLPClassifier,process_consistency,0.9023944671597938,17,,,,,1.0,binary,2,500,17,
dutch_census,occupation,MLPClassifier,process_consistency,0.8775276798518026,18,,,,,1.0,binary,2,500,18,
dutch_census,occupation,MLPClassifier,process_consistency,0.8885226015440657,19,,,,,1.0,binary,2,500,19,
dutch_census,occupation,MLPClassifier,process_consistency,0.7313806144007965,-1,0.7313806144007965,0.010156701241155879,0.7267277803492621,0.7356113798786067,3.0,binary,2,500,-1,
dutch_census,occupation,MLPClassifier,process_consistency,0.7301816571522673,0,,,,,3.0,binary,2,500,0,
dutch_census,occupation,MLPClassifier,process_consistency,0.7352561156183347,1,,,,,3.0,binary,2,500,1,
dutch_census,occupation,MLPClassifier,process_consistency,0.7172055256849875,2,,,,,3.0,binary,2,500,2,
dutch_census,occupation,MLPClassifier,process_consistency,0.7384304003560103,3,,,,,3.0,binary,2,500,3,
dutch_census,occupation,MLPClassifier,process_consistency,0.713591083637148,4,,,,,3.0,binary,2,500,4,
dutch_census,occupation,MLPClassifier,process_consistency,0.7402042270687864,5,,,,,3.0,binary,2,500,5,
dutch_census,occupation,MLPClassifier,process_consistency,0.7465551417593,6,,,,,3.0,binary,2,500,6,
dutch_census,occupation,MLPClassifier,process_consistency,0.7255494828583059,7,,,,,3.0,binary,2,500,7,
dutch_census,occupation,MLPClassifier,process_consistency,0.7394283737930907,8,,,,,3.0,binary,2,500,8,
dutch_census,occupation,MLPClassifier,process_consistency,0.7375533053231664,9,,,,,3.0,binary,2,500,9,
dutch_census,occupation,MLPClassifier,process_consistency,0.7062182791329646,10,,,,,3.0,binary,2,500,10,
dutch_census,occupation,MLPClassifier,process_consistency,0.7351720479573395,11,,,,,3.0,binary,2,500,11,
dutch_census,occupation,MLPClassifier,process_consistency,0.7254776199018617,12,,,,,3.0,binary,2,500,12,
dutch_census,occupation,MLPClassifier,process_consistency,0.7337323475370143,13,,,,,3.0,binary,2,500,13,
dutch_census,occupation,MLPClassifier,process_consistency,0.724354478680364,14,,,,,3.0,binary,2,500,14,
dutch_census,occupation,MLPClassifier,process_consistency,0.7302201018732334,15,,,,,3.0,binary,2,500,15,
dutch_census,occupation,MLPClassifier,process_consistency,0.7386479928441648,16,,,,,3.0,binary,2,500,16,
dutch_census,occupation,MLPClassifier,process_consistency,0.7449778921170596,17,,,,,3.0,binary,2,500,17,
dutch_census,occupation,MLPClassifier,process_consistency,0.7271309938629507,18,,,,,3.0,binary,2,500,18,
dutch_census,occupation,MLPClassifier,process_consistency,0.7377252208575816,19,,,,,3.0,binary,2,500,19,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.8484848484848484,-1,0.8484848484848484,0.044946657497549475,0.8287878787878787,0.8681818181818182,-1.0,binary,2,30,-1,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.8787878787878788,0,,,,,-1.0,binary,2,30,0,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.9090909090909092,1,,,,,-1.0,binary,2,30,1,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.8787878787878788,2,,,,,-1.0,binary,2,30,2,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.8181818181818182,3,,,,,-1.0,binary,2,30,3,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.8787878787878788,4,,,,,-1.0,binary,2,30,4,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.8484848484848485,5,,,,,-1.0,binary,2,30,5,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.8787878787878788,6,,,,,-1.0,binary,2,30,6,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.9090909090909092,7,,,,,-1.0,binary,2,30,7,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.8787878787878788,8,,,,,-1.0,binary,2,30,8,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.787878787878788,9,,,,,-1.0,binary,2,30,9,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.8181818181818182,10,,,,,-1.0,binary,2,30,10,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.787878787878788,11,,,,,-1.0,binary,2,30,11,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.8787878787878788,12,,,,,-1.0,binary,2,30,12,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.7878787878787878,13,,,,,-1.0,binary,2,30,13,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.8181818181818182,14,,,,,-1.0,binary,2,30,14,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.7575757575757576,15,,,,,-1.0,binary,2,30,15,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.8181818181818182,16,,,,,-1.0,binary,2,30,16,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.9090909090909092,17,,,,,-1.0,binary,2,30,17,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.8484848484848485,18,,,,,-1.0,binary,2,30,18,
dutch_census,occupation,MLPClassifier,transparency_sparsity,0.8787878787878788,19,,,,,-1.0,binary,2,30,19,
dutch_census,occupation,MLPClassifier,transparency_validity,0.9333333333333332,-1,0.9333333333333332,0.04944132324730441,0.9116666666666665,0.9549999999999997,-1.0,binary,2,30,-1,
dutch_census,occupation,MLPClassifier,transparency_validity,0.9666666666666667,0,,,,,-1.0,binary,2,30,0,
dutch_census,occupation,MLPClassifier,transparency_validity,1.0,1,,,,,-1.0,binary,2,30,1,
dutch_census,occupation,MLPClassifier,transparency_validity,0.9666666666666667,2,,,,,-1.0,binary,2,30,2,
dutch_census,occupation,MLPClassifier,transparency_validity,0.9,3,,,,,-1.0,binary,2,30,3,
dutch_census,occupation,MLPClassifier,transparency_validity,0.9666666666666667,4,,,,,-1.0,binary,2,30,4,
dutch_census,occupation,MLPClassifier,transparency_validity,0.9333333333333333,5,,,,,-1.0,binary,2,30,5,
dutch_census,occupation,MLPClassifier,transparency_validity,0.9666666666666667,6,,,,,-1.0,binary,2,30,6,
dutch_census,occupation,MLPClassifier,transparency_validity,1.0,7,,,,,-1.0,binary,2,30,7,
dutch_census,occupation,MLPClassifier,transparency_validity,0.9666666666666667,8,,,,,-1.0,binary,2,30,8,
dutch_census,occupation,MLPClassifier,transparency_validity,0.8666666666666667,9,,,,,-1.0,binary,2,30,9,
dutch_census,occupation,MLPClassifier,transparency_validity,0.9,10,,,,,-1.0,binary,2,30,10,
dutch_census,occupation,MLPClassifier,transparency_validity,0.8666666666666667,11,,,,,-1.0,binary,2,30,11,
dutch_census,occupation,MLPClassifier,transparency_validity,0.9666666666666667,12,,,,,-1.0,binary,2,30,12,
dutch_census,occupation,MLPClassifier,transparency_validity,0.8666666666666667,13,,,,,-1.0,binary,2,30,13,
dutch_census,occupation,MLPClassifier,transparency_validity,0.9,14,,,,,-1.0,binary,2,30,14,
dutch_census,occupation,MLPClassifier,transparency_validity,0.8333333333333334,15,,,,,-1.0,binary,2,30,15,
dutch_census,occupation,MLPClassifier,transparency_validity,0.9,16,,,,,-1.0,binary,2,30,16,
dutch_census,occupation,MLPClassifier,transparency_validity,1.0,17,,,,,-1.0,binary,2,30,17,
dutch_census,occupation,MLPClassifier,transparency_validity,0.9333333333333333,18,,,,,-1.0,binary,2,30,18,
dutch_census,occupation,MLPClassifier,transparency_validity,0.9666666666666667,19,,,,,-1.0,binary,2,30,19,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.7604078886321393,-1,1.7604078886321393,0.05269349038771707,1.7374968220586489,1.7835228263617058,-1.0,binary,2,500,-1,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.8314018264335739,0,,,,,-1.0,binary,2,500,0,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.7662585396504427,1,,,,,-1.0,binary,2,500,1,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.7052620499939666,2,,,,,-1.0,binary,2,500,2,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.7081976059132522,3,,,,,-1.0,binary,2,500,3,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.803991262329099,4,,,,,-1.0,binary,2,500,4,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.7636408206884722,5,,,,,-1.0,binary,2,500,5,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.801218237327455,6,,,,,-1.0,binary,2,500,6,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.7852206248214284,7,,,,,-1.0,binary,2,500,7,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.7585703334953875,8,,,,,-1.0,binary,2,500,8,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.8073555822044785,9,,,,,-1.0,binary,2,500,9,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.8188717186887007,10,,,,,-1.0,binary,2,500,10,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.7666843385652873,11,,,,,-1.0,binary,2,500,11,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.729711705480424,12,,,,,-1.0,binary,2,500,12,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.8015247705196067,13,,,,,-1.0,binary,2,500,13,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.686640607691013,14,,,,,-1.0,binary,2,500,14,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.7384832275387287,15,,,,,-1.0,binary,2,500,15,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.6798371242745884,16,,,,,-1.0,binary,2,500,16,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.707946223823365,17,,,,,-1.0,binary,2,500,17,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.8650048868025544,18,,,,,-1.0,binary,2,500,18,
dutch_census,occupation,MLPClassifier,voice_enrichment,1.6823362864009648,19,,,,,-1.0,binary,2,500,19,
dutch_census,occupation,MLPClassifier,voice_representation,0.6401483231389598,-1,0.6401483231389598,0.019161269231897107,0.6318170262031452,0.6485537550406205,-1.0,binary,2,500,-1,
dutch_census,occupation,MLPClassifier,voice_representation,0.6659643005212996,0,,,,,-1.0,binary,2,500,0,
