dataset,weighting_scheme,model_a,model_b,comparison_type,mean,ci_lo,ci_hi,cohens_d,effect_size_kind,p_value,n_bootstrap,notes,p_holm,rejected_holm
acs_income,rank_aggregate,,,rank_disagreement,0.07714285714285715,0.011428571428571427,0.1542857142857143,,spearman_rho,0.0,10000,Spearman ρ between procedural-rank and statistical-rank vectors over trained models; H₀: ρ=1,0.0,True
acs_income,rank_aggregate,GradientBoostingClassifier,KNeighborsClassifier,separability_gap,3.45,3.05,3.85,3.6526751016522248,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,rank_aggregate,LogisticRegression,GradientBoostingClassifier,separability_gap,-2.55,-2.75,-2.35,-4.995907415984697,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,rank_aggregate,LogisticRegression,KNeighborsClassifier,separability_gap,0.9,0.55,1.25,1.0560385368462402,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,rank_aggregate,LogisticRegression,MLPClassifier,separability_gap,2.5,2.05,2.95,2.3779743280283543,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,rank_aggregate,LogisticRegression,XGBClassifier,separability_gap,-3.15,-3.55,-2.7,-3.1879785989196683,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,rank_aggregate,MLPClassifier,GradientBoostingClassifier,separability_gap,-5.05,-5.55,-4.5,-4.240223941297938,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,rank_aggregate,MLPClassifier,KNeighborsClassifier,separability_gap,-1.6,-2.25,-0.95,-1.066043431634397,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,rank_aggregate,MLPClassifier,XGBClassifier,separability_gap,-5.65,-6.35,-4.9,-3.334478110785963,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,rank_aggregate,RandomForestClassifier,GradientBoostingClassifier,separability_gap,-4.85,-5.25,-4.45,-5.196603003833964,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,rank_aggregate,RandomForestClassifier,KNeighborsClassifier,separability_gap,-1.4,-1.95,-0.8,-1.0344636013551833,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,rank_aggregate,RandomForestClassifier,LogisticRegression,separability_gap,-2.3,-2.6,-1.95,-2.87028301569095,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,rank_aggregate,RandomForestClassifier,MLPClassifier,separability_gap,0.2,-0.5,0.9,0.12183492931011206,cohens_d,0.6238,10000,model_b effectively deterministic across seeds (sd=0),1.0,False
acs_income,rank_aggregate,RandomForestClassifier,XGBClassifier,separability_gap,-5.45,-5.95,-4.9,-4.415186150006082,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,rank_aggregate,XGBClassifier,GradientBoostingClassifier,separability_gap,0.6,0.0,1.15,0.4433415434379357,cohens_d,0.0518,10000,model_b effectively deterministic across seeds (sd=0),1.0,False
acs_income,rank_aggregate,XGBClassifier,KNeighborsClassifier,separability_gap,4.05,3.35,4.65,2.633097711728633,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,transparency_heavy,GradientBoostingClassifier,KNeighborsClassifier,procedural_gap,-0.08594331861278133,-0.1141188668491774,-0.056279758796853735,-1.2918318184715853,cohens_d,0.0,10000,,0.0,True
acs_income,transparency_heavy,LogisticRegression,GradientBoostingClassifier,procedural_gap,0.12147623469580796,0.10418612486202926,0.13851102591532075,2.9867236538029336,cohens_d,0.0,10000,,0.0,True
acs_income,transparency_heavy,LogisticRegression,KNeighborsClassifier,procedural_gap,0.03553291608302662,0.013544426364234505,0.0593944433788072,0.6774020050214936,cohens_d,0.0006,10000,,0.11159999999999999,False
acs_income,transparency_heavy,LogisticRegression,MLPClassifier,procedural_gap,0.11767594302989455,0.10008706803049469,0.13394317699718705,2.974856820449271,cohens_d,0.0,10000,,0.0,True
acs_income,transparency_heavy,LogisticRegression,XGBClassifier,procedural_gap,0.10869019080744949,0.09249564263474717,0.12478000806053809,2.8537120504691624,cohens_d,0.0,10000,,0.0,True
acs_income,transparency_heavy,MLPClassifier,GradientBoostingClassifier,procedural_gap,0.0038002916659134077,-0.01322717711933696,0.0213921259472468,0.09321191427450272,cohens_d,0.6826,10000,,1.0,False
acs_income,transparency_heavy,MLPClassifier,KNeighborsClassifier,procedural_gap,-0.08214302694686795,-0.10869293601097807,-0.053031019067626084,-1.2704179673897456,cohens_d,0.0,10000,,0.0,True
acs_income,transparency_heavy,MLPClassifier,XGBClassifier,procedural_gap,-0.008985752222445086,-0.023940908178833042,0.006735871559088719,-0.25126521633589965,cohens_d,0.263,10000,,1.0,False
acs_income,transparency_heavy,RandomForestClassifier,GradientBoostingClassifier,procedural_gap,-0.00613696467145306,-0.02484181791587572,0.011271472781818228,-0.14328426426115812,cohens_d,0.52,10000,,1.0,False
acs_income,transparency_heavy,RandomForestClassifier,KNeighborsClassifier,procedural_gap,-0.09208028328423438,-0.11762539484735363,-0.06618294642871367,-1.544234615687356,cohens_d,0.0,10000,,0.0,True
acs_income,transparency_heavy,RandomForestClassifier,LogisticRegression,procedural_gap,-0.12761319936726104,-0.14605131057500095,-0.10729210040716768,-2.8253146048794453,cohens_d,0.0,10000,,0.0,True
acs_income,transparency_heavy,RandomForestClassifier,MLPClassifier,procedural_gap,-0.009937256337366468,-0.032787021947327764,0.012043959041052665,-0.18842420725099265,cohens_d,0.3894,10000,,1.0,False
acs_income,transparency_heavy,RandomForestClassifier,XGBClassifier,procedural_gap,-0.018923008559811556,-0.03909780293681459,-3.3589191620157885e-05,-0.41309913148152827,cohens_d,0.0494,10000,,1.0,False
acs_income,transparency_heavy,XGBClassifier,GradientBoostingClassifier,procedural_gap,0.012786043888358495,-0.002684384978163294,0.02807541949202918,0.35024992195370214,cohens_d,0.1014,10000,,1.0,False
acs_income,transparency_heavy,XGBClassifier,KNeighborsClassifier,procedural_gap,-0.07315727472442286,-0.09306793074306312,-0.051956402270844054,-1.5139440942798827,cohens_d,0.0,10000,,0.0,True
acs_income,transparency_heavy,,,rank_disagreement,0.41714285714285715,0.32571428571428573,0.5142857142857142,,spearman_rho,0.0,10000,Spearman ρ between procedural-rank and statistical-rank vectors over trained models; H₀: ρ=1,0.0,True
acs_income,transparency_heavy,GradientBoostingClassifier,KNeighborsClassifier,separability_gap,3.5,2.6,4.25,1.7616280348965083,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
acs_income,transparency_heavy,LogisticRegression,GradientBoostingClassifier,separability_gap,-1.4,-1.95,-0.85,-1.0995866992151682,cohens_d,0.0,10000,model_b effectively deterministic across seeds (sd=0),0.0,True
